MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20171017,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171003,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20170926,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170919,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170912,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170905,PR,94.08,5.92,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170829,PR,81.64,18.36,5.01,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170822,PR,71.81,28.19,13.78,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170815,PR,71.81,28.19,13.78,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170808,PR,79.94,20.06,6.42,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170801,PR,79.94,20.06,6.42,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170725,PR,84.53,15.47,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170718,PR,84.53,15.47,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170711,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170411,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170404,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-04,2017-04-10,1
20170328,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-28,2017-04-03,1
20170321,PR,75.40,24.60,0.00,0.00,0.00,0.00,2017-03-21,2017-03-27,1
20170314,PR,54.05,45.95,0.00,0.00,0.00,0.00,2017-03-14,2017-03-20,1
20170307,PR,54.05,45.95,0.00,0.00,0.00,0.00,2017-03-07,2017-03-13,1
20170228,PR,54.05,45.95,0.00,0.00,0.00,0.00,2017-02-28,2017-03-06,1
20170221,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-21,2017-02-27,1
20170214,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-14,2017-02-20,1
20170207,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-07,2017-02-13,1
20170131,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-01-31,2017-02-06,1
20170124,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-01-24,2017-01-30,1
20170117,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-01-17,2017-01-23,1
20170110,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-01-10,2017-01-16,1
20170103,PR,100.00,0.00,0.00,0.00,0.00,0.00,2017-01-03,2017-01-09,1
20161227,PR,100.00,0.00,0.00,0.00,0.00,0.00,2016-12-27,2017-01-02,1
20171226,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-26,2018-01-01,1
20171219,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-19,2017-12-25,1
20171212,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-12,2017-12-18,1
20171205,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-05,2017-12-11,1
20171128,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171121,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171114,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171107,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171031,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,RI,0.00,100.00,57.35,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,RI,0.00,100.00,33.90,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,RI,0.00,100.00,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171003,RI,0.01,99.99,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20170926,RI,0.01,99.99,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170919,RI,64.46,35.54,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170912,RI,64.46,35.54,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170905,RI,64.46,35.54,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170829,RI,64.46,35.54,0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170822,RI,84.30,15.70,0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170815,RI,84.30,15.70,0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170808,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170801,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170725,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170718,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170711,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170411,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170404,RI,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-04,2017-04-10,1
20170328,RI,0.00,100.00,0.00,0.00,0.00,0.00,2017-03-28,2017-04-03,1
20170321,RI,0.00,100.00,0.00,0.00,0.00,0.00,2017-03-21,2017-03-27,1
20170314,RI,0.00,100.00,100.00,0.00,0.00,0.00,2017-03-14,2017-03-20,1
20170307,RI,0.00,100.00,100.00,0.00,0.00,0.00,2017-03-07,2017-03-13,1
20170228,RI,0.00,100.00,100.00,0.00,0.00,0.00,2017-02-28,2017-03-06,1
20170221,RI,0.00,100.00,100.00,0.00,0.00,0.00,2017-02-21,2017-02-27,1
20170214,RI,0.00,100.00,100.00,0.00,0.00,0.00,2017-02-14,2017-02-20,1
20170207,RI,0.00,100.00,100.00,0.00,0.00,0.00,2017-02-07,2017-02-13,1
20170131,RI,0.00,100.00,100.00,0.00,0.00,0.00,2017-01-31,2017-02-06,1
20170124,RI,0.00,100.00,100.00,0.00,0.00,0.00,2017-01-24,2017-01-30,1
20170117,RI,0.00,100.00,100.00,0.00,0.00,0.00,2017-01-17,2017-01-23,1
20170110,RI,0.00,100.00,100.00,0.00,0.00,0.00,2017-01-10,2017-01-16,1
20170103,RI,0.00,100.00,100.00,0.00,0.00,0.00,2017-01-03,2017-01-09,1
20161227,RI,0.00,100.00,100.00,0.00,0.00,0.00,2016-12-27,2017-01-02,1
20171226,SC,41.23,58.77,19.60,0.00,0.00,0.00,2017-12-26,2018-01-01,1
20171219,SC,32.26,67.74,29.80,0.00,0.00,0.00,2017-12-19,2017-12-25,1
20171212,SC,33.93,66.07,29.13,0.00,0.00,0.00,2017-12-12,2017-12-18,1
20171205,SC,33.93,66.07,29.12,0.00,0.00,0.00,2017-12-05,2017-12-11,1
20171128,SC,37.20,62.80,27.26,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171121,SC,49.38,50.62,9.28,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171114,SC,53.95,46.05,8.91,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171107,SC,61.15,38.85,8.05,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171031,SC,67.28,32.72,2.31,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,SC,67.28,32.72,0.00,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,SC,60.27,39.73,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,SC,68.19,31.81,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171003,SC,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20170926,SC,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170919,SC,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170912,SC,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170905,SC,62.06,37.94,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170829,SC,60.92,39.08,0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170822,SC,82.33,17.67,0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170815,SC,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170808,SC,97.64,2.36,0.00,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170801,SC,97.64,2.36,0.00,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170725,SC,99.98,0.02,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170718,SC,99.90,0.10,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170711,SC,99.90,0.10,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,SC,99.90,0.10,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,SC,99.90,0.10,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,SC,99.90,0.10,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,SC,99.90,0.10,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,SC,96.73,3.27,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,SC,62.43,37.57,3.11,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,SC,50.94,49.06,7.84,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,SC,39.27,60.73,15.55,0.08,0.00,0.00,2017-05-16,2017-05-22,1
20170509,SC,39.31,60.69,15.64,0.08,0.00,0.00,2017-05-09,2017-05-15,1
20170502,SC,38.05,61.95,15.80,0.15,0.00,0.00,2017-05-02,2017-05-08,1
20170425,SC,32.96,67.04,18.56,1.70,0.00,0.00,2017-04-25,2017-05-01,1
20170418,SC,6.95,93.05,38.71,3.33,1.63,0.00,2017-04-18,2017-04-24,1
20170411,SC,9.17,90.83,38.40,3.33,1.63,0.00,2017-04-11,2017-04-17,1
20170404,SC,5.08,94.92,42.49,15.41,2.16,0.00,2017-04-04,2017-04-10,1
20170328,SC,4.43,95.57,37.62,17.57,2.66,0.00,2017-03-28,2017-04-03,1
20170321,SC,10.51,89.49,35.56,17.61,4.16,0.00,2017-03-21,2017-03-27,1
20170314,SC,39.94,60.06,26.85,17.61,4.16,0.00,2017-03-14,2017-03-20,1
20170307,SC,48.67,51.33,26.85,17.61,4.16,0.00,2017-03-07,2017-03-13,1
20170228,SC,54.61,45.39,26.85,17.61,4.16,0.00,2017-02-28,2017-03-06,1
20170221,SC,59.51,40.49,24.57,8.55,0.00,0.00,2017-02-21,2017-02-27,1
20170214,SC,59.69,40.31,21.88,4.14,0.00,0.00,2017-02-14,2017-02-20,1
20170207,SC,71.14,28.86,21.88,4.12,0.00,0.00,2017-02-07,2017-02-13,1
20170131,SC,71.19,28.81,21.88,4.12,0.00,0.00,2017-01-31,2017-02-06,1
20170124,SC,71.19,28.81,21.88,4.12,0.00,0.00,2017-01-24,2017-01-30,1
20170117,SC,39.13,60.87,28.60,18.69,4.12,0.00,2017-01-17,2017-01-23,1
20170110,SC,39.13,60.87,28.60,18.69,4.12,0.00,2017-01-10,2017-01-16,1
20170103,SC,27.80,72.20,30.28,19.83,4.12,0.00,2017-01-03,2017-01-09,1
20161227,SC,25.02,74.98,41.79,26.67,9.60,0.03,2016-12-27,2017-01-02,1
20171226,SD,6.68,93.32,52.84,18.64,5.92,0.00,2017-12-26,2018-01-01,1
20171219,SD,6.68,93.32,52.84,18.64,5.92,0.00,2017-12-19,2017-12-25,1
20171212,SD,6.68,93.32,52.84,18.64,5.92,0.00,2017-12-12,2017-12-18,1
20171205,SD,6.68,93.32,52.84,18.64,5.92,0.00,2017-12-05,2017-12-11,1
20171128,SD,26.85,73.15,49.06,18.64,5.92,0.00,2017-11-28,2017-12-04,1
20171121,SD,26.85,73.15,49.06,18.64,5.92,0.00,2017-11-21,2017-11-27,1
20171114,SD,26.85,73.15,49.06,18.64,5.92,0.00,2017-11-14,2017-11-20,1
20171107,SD,26.85,73.15,49.06,18.64,5.92,0.00,2017-11-07,2017-11-13,1
20171031,SD,26.85,73.15,49.06,18.64,5.92,0.00,2017-10-31,2017-11-06,1
20171024,SD,26.85,73.15,49.06,18.64,5.92,0.00,2017-10-24,2017-10-30,1
20171017,SD,27.70,72.30,47.34,20.56,3.61,0.00,2017-10-17,2017-10-23,1
20171010,SD,25.25,74.75,57.96,32.30,5.62,0.00,2017-10-10,2017-10-16,1
20171003,SD,22.93,77.07,57.96,32.30,5.62,0.00,2017-10-03,2017-10-09,1
20170926,SD,19.56,80.44,59.35,32.30,5.62,0.00,2017-09-26,2017-10-02,1
20170919,SD,13.58,86.42,72.00,40.35,5.62,0.00,2017-09-19,2017-09-25,1
20170912,SD,13.64,86.36,71.87,43.68,7.10,0.00,2017-09-12,2017-09-18,1
20170905,SD,13.97,86.03,70.53,43.68,6.26,0.00,2017-09-05,2017-09-11,1
20170829,SD,15.55,84.45,68.85,42.60,6.27,0.00,2017-08-29,2017-09-04,1
20170822,SD,11.57,88.43,72.30,42.60,7.21,0.00,2017-08-22,2017-08-28,1
20170815,SD,10.46,89.54,75.78,47.04,5.76,0.00,2017-08-15,2017-08-21,1
20170808,SD,8.20,91.80,77.26,49.82,5.02,0.00,2017-08-08,2017-08-14,1
20170801,SD,2.80,97.20,82.45,53.17,13.15,0.00,2017-08-01,2017-08-07,1
20170725,SD,0.03,99.97,79.97,54.44,14.96,0.00,2017-07-25,2017-07-31,1
20170718,SD,0.03,99.97,82.10,54.64,11.12,0.00,2017-07-18,2017-07-24,1
20170711,SD,6.84,93.16,72.41,41.58,10.74,0.00,2017-07-11,2017-07-17,1
20170704,SD,9.32,90.68,57.73,34.14,4.30,0.00,2017-07-04,2017-07-10,1
20170627,SD,9.32,90.68,56.69,31.35,2.09,0.00,2017-06-27,2017-07-03,1
20170620,SD,16.32,83.68,51.27,20.29,2.07,0.00,2017-06-20,2017-06-26,1
20170613,SD,20.54,79.46,45.10,13.14,0.00,0.00,2017-06-13,2017-06-19,1
20170606,SD,21.08,78.92,50.52,11.37,0.00,0.00,2017-06-06,2017-06-12,1
20170530,SD,41.69,58.31,20.42,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,SD,49.79,50.21,6.79,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,SD,65.78,34.22,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,SD,65.93,34.07,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,SD,98.62,1.38,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,SD,82.81,17.19,0.27,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,SD,82.81,17.19,0.27,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170411,SD,82.81,17.19,0.27,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170404,SD,69.93,30.07,16.62,0.00,0.00,0.00,2017-04-04,2017-04-10,1
20170328,SD,69.93,30.07,17.85,0.00,0.00,0.00,2017-03-28,2017-04-03,1
20170321,SD,69.93,30.07,17.85,0.00,0.00,0.00,2017-03-21,2017-03-27,1
20170314,SD,69.93,30.07,17.85,0.00,0.00,0.00,2017-03-14,2017-03-20,1
20170307,SD,69.93,30.07,17.85,0.00,0.00,0.00,2017-03-07,2017-03-13,1
20170228,SD,69.93,30.07,17.85,0.00,0.00,0.00,2017-02-28,2017-03-06,1
20170221,SD,61.17,38.83,26.01,0.00,0.00,0.00,2017-02-21,2017-02-27,1
20170214,SD,61.17,38.83,26.01,0.00,0.00,0.00,2017-02-14,2017-02-20,1
20170207,SD,61.17,38.83,26.01,0.00,0.00,0.00,2017-02-07,2017-02-13,1
20170131,SD,61.17,38.83,26.01,0.00,0.00,0.00,2017-01-31,2017-02-06,1
20170124,SD,61.17,38.83,26.01,6.00,0.00,0.00,2017-01-24,2017-01-30,1
20170117,SD,61.22,38.78,26.01,6.00,0.00,0.00,2017-01-17,2017-01-23,1
20170110,SD,61.22,38.78,26.01,6.00,0.00,0.00,2017-01-10,2017-01-16,1
20170103,SD,61.22,38.78,26.01,6.00,0.00,0.00,2017-01-03,2017-01-09,1
20161227,SD,61.22,38.78,26.01,6.20,0.00,0.00,2016-12-27,2017-01-02,1
20171226,TN,99.79,0.21,0.00,0.00,0.00,0.00,2017-12-26,2018-01-01,1
20171219,TN,68.14,31.86,0.56,0.00,0.00,0.00,2017-12-19,2017-12-25,1
20171212,TN,68.14,31.86,0.56,0.00,0.00,0.00,2017-12-12,2017-12-18,1
20171205,TN,92.61,7.39,0.46,0.00,0.00,0.00,2017-12-05,2017-12-11,1
20171128,TN,92.64,7.36,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171121,TN,97.24,2.76,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171114,TN,98.85,1.15,0.00,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171107,TN,99.93,0.07,0.00,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171031,TN,99.78,0.22,0.00,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,TN,93.64,6.36,0.00,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,TN,89.57,10.43,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,TN,92.34,7.66,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171003,TN,92.34,7.66,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20170926,TN,92.57,7.43,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170919,TN,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170912,TN,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170905,TN,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170829,TN,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170822,TN,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170815,TN,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170808,TN,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170801,TN,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170725,TN,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170718,TN,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170711,TN,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,TN,99.37,0.63,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,TN,99.37,0.63,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,TN,99.37,0.63,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,TN,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,TN,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,TN,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,TN,99.97,0.03,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,TN,99.79,0.21,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,TN,99.79,0.21,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,TN,99.48,0.52,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,TN,96.37,3.63,0.52,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,TN,47.99,52.01,5.84,0.53,0.00,0.00,2017-04-18,2017-04-24,1
20170411,TN,47.99,52.01,5.84,0.53,0.00,0.00,2017-04-11,2017-04-17,1
20170404,TN,47.99,52.01,5.90,0.53,0.00,0.00,2017-04-04,2017-04-10,1
20170328,TN,47.99,52.01,6.24,1.15,0.00,0.00,2017-03-28,2017-04-03,1
20170321,TN,25.40,74.60,13.36,4.74,1.13,0.00,2017-03-21,2017-03-27,1
20170314,TN,10.44,89.56,19.65,8.67,1.13,0.00,2017-03-14,2017-03-20,1
20170307,TN,5.24,94.76,19.65,9.13,1.54,0.00,2017-03-07,2017-03-13,1
20170228,TN,5.24,94.76,19.65,9.13,1.54,0.00,2017-02-28,2017-03-06,1
20170221,TN,48.86,51.14,16.78,5.60,0.19,0.00,2017-02-21,2017-02-27,1
20170214,TN,48.99,51.01,16.78,5.32,0.02,0.00,2017-02-14,2017-02-20,1
20170207,TN,48.99,51.01,16.70,5.32,0.02,0.00,2017-02-07,2017-02-13,1
20170131,TN,48.99,51.01,16.70,5.32,0.02,0.00,2017-01-31,2017-02-06,1
20170124,TN,48.99,51.01,16.70,5.32,0.02,0.00,2017-01-24,2017-01-30,1
20170117,TN,32.58,67.42,35.33,13.03,1.83,0.00,2017-01-17,2017-01-23,1
20170110,TN,22.96,77.04,37.78,13.03,1.83,0.00,2017-01-10,2017-01-16,1
20170103,TN,22.96,77.04,37.78,13.03,1.83,0.00,2017-01-03,2017-01-09,1
20161227,TN,7.61,92.39,46.77,19.76,5.06,0.00,2016-12-27,2017-01-02,1
20171226,TX,37.15,62.85,32.93,2.90,0.11,0.00,2017-12-26,2018-01-01,1
20171219,TX,36.12,63.88,37.03,8.84,0.25,0.00,2017-12-19,2017-12-25,1
20171212,TX,28.56,71.44,26.17,11.74,0.76,0.00,2017-12-12,2017-12-18,1
20171205,TX,27.60,72.40,37.06,10.82,0.00,0.00,2017-12-05,2017-12-11,1
20171128,TX,28.74,71.26,35.11,5.50,0.00,0.00,2017-11-28,2017-12-04,1
20171121,TX,40.02,59.98,20.23,3.25,0.00,0.00,2017-11-21,2017-11-27,1
20171114,TX,54.34,45.66,15.26,0.97,0.00,0.00,2017-11-14,2017-11-20,1
20171107,TX,58.23,41.77,8.80,0.56,0.00,0.00,2017-11-07,2017-11-13,1
20171031,TX,71.18,28.82,2.52,0.11,0.00,0.00,2017-10-31,2017-11-06,1
20171024,TX,80.89,19.11,1.74,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,TX,80.83,19.17,4.32,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,TX,87.34,12.66,3.31,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171003,TX,86.76,13.24,2.20,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20170926,TX,70.54,29.46,4.17,0.04,0.00,0.00,2017-09-26,2017-10-02,1
20170919,TX,79.27,20.73,3.27,0.35,0.00,0.00,2017-09-19,2017-09-25,1
20170912,TX,92.45,7.55,1.52,0.04,0.00,0.00,2017-09-12,2017-09-18,1
20170905,TX,94.84,5.16,0.79,0.04,0.00,0.00,2017-09-05,2017-09-11,1
20170829,TX,96.14,3.86,0.87,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170822,TX,86.44,13.56,2.47,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170815,TX,89.71,10.29,1.23,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170808,TX,79.97,20.03,4.29,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170801,TX,73.48,26.52,9.90,0.73,0.00,0.00,2017-08-01,2017-08-07,1
20170725,TX,75.04,24.96,9.00,1.26,0.00,0.00,2017-07-25,2017-07-31,1
20170718,TX,74.42,25.58,7.85,0.46,0.00,0.00,2017-07-18,2017-07-24,1
20170711,TX,76.12,23.88,6.57,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,TX,73.51,26.49,6.01,0.92,0.00,0.00,2017-07-04,2017-07-10,1
20170627,TX,76.48,23.52,5.98,0.61,0.00,0.00,2017-06-27,2017-07-03,1
20170620,TX,72.65,27.35,4.84,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,TX,78.22,21.78,2.47,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,TX,83.43,16.57,1.16,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,TX,65.50,34.50,3.70,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,TX,77.70,22.30,2.41,0.19,0.00,0.00,2017-05-23,2017-05-29,1
20170516,TX,65.58,34.42,6.15,1.20,0.00,0.00,2017-05-16,2017-05-22,1
20170509,TX,78.85,21.15,2.33,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,TX,91.38,8.62,1.44,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,TX,90.58,9.42,1.34,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,TX,90.30,9.70,1.54,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170411,TX,84.74,15.26,1.71,0.01,0.00,0.00,2017-04-11,2017-04-17,1
20170404,TX,82.50,17.50,2.91,0.01,0.00,0.00,2017-04-04,2017-04-10,1
20170328,TX,55.06,44.94,8.67,0.40,0.00,0.00,2017-03-28,2017-04-03,1
20170321,TX,53.46,46.54,8.63,0.93,0.00,0.00,2017-03-21,2017-03-27,1
